cell	genome	status	n_tasks	n_failed	n_aborted	n_superseded	n_unresolved	task_time_hours_sum	wall_clock_hours	cpu_hours_sum	peak_rss_gb_max	rss_field	overhead_task_time_hours_sum	overhead_cpu_hours_sum	attempts	cpus	queues	accession	phylum	genome_size_mb	cpu_hours_per_mb	task_time_hours_per_mb
v1.9.0-rc1_container_rust	Malassezia_sympodialis_ATCC_42132	success	3	0	0	0	0	1.1035		4.7759	2.8	rss	0.0	0.0				GCF_000349305.1	Basidiomycota	7.7	0.62024	0.14331
v1.9.0-rc1_container_rust	Mixia_osmundae_IAM_14324	success	2	0	0	0	0	0.8136		5.0404	3.6	rss	0.0	0.0				GCF_000708205.1	Basidiomycota	13.6	0.37062	0.05982
v1.9.0-rc1_container_rust	Morchella_importuna	success	1	2	0	0	0	1.2214		15.5068	6.7	rss	1.1	0.0								
v1.9.0-rc1_container_rust	Morchella_importuna_M04M26	success	3	0	0	0	0	1.1496		5.2927	4.5	rss,peak_rss	0.0	0.0	1	8	epyc	GCF_003444635.1	Ascomycota	50.9	0.10398	0.02259
v1.9.0-rc1_container_rust	Morchella_sextelata	success	1	0	0	0	0	2.6408		33.7947	14.6	rss	0.0	0.0								
v1.9.0-rc1_container_rust	Morchella_sextelata_SCLS	failed	2	1	0	0	1	0.4856		2.4525	4.9	rss,peak_rss	0.5517	0.0	1	8	epyc	GCF_020137385.1	Ascomycota	53.6	0.04576	0.00906
v1.9.0-rc1_container_rust	Mucor_mucedo	success	1	0	0	0	0	1.0264		12.0888	2.2	rss	0.0	0.0								
v1.9.0-rc1_container_rust	Mucor_mucedo_NRRL_3635	failed	2	1	0	0	1	0.3936		2.0272	4.0	rss,peak_rss	0.55	0.0	1	8	epyc	GCF_025094135.1	Mucoromycota	46.1	0.04397	0.00854
v1.9.0-rc1_container_rust	Nakaseomyces_glabratus_CBS_138	success	2	0	0	0	0	0.8496		4.7737	3.5	rss	0.0	0.0				GCF_000002545.3	Ascomycota	12.3	0.38811	0.06908
v1.9.0-rc1_container_rust	Orbilia_oligospora	success	1	0	0	0	0	1.0083		13.2071	3.2	rss	0.0	0.0								
v1.9.0-rc1_container_rust	Orbilia_oligospora_ATCC_24927	success	3	1	0	0	0	0.4542		2.4675	4.3	rss	0.55	0.0				GCF_000225545.1	Ascomycota	40.1	0.06153	0.01133
v1.9.0-rc1_container_rust	Parastagonospora_nodorum	success	1	2	0	0	0	1.2914		16.0688	3.8	rss	1.1167	0.0								
v1.9.0-rc1_container_rust	Parastagonospora_nodorum_SN15	success	3	0	0	0	0	1.3537		5.4464	4.1	rss	0.0	0.0				GCF_000146915.1	Ascomycota	37.2	0.14641	0.03639
v1.9.0-rc1_container_rust	Phycomyces_blakesleeanus	success	1	0	0	0	0	1.5386		20.162	3.0	rss	0.0	0.0								
v1.9.0-rc1_container_rust	Phycomyces_blakesleeanus_NRRL_1555_-	success	3	1	0	0	0	0.4653		2.3968	4.7	rss	0.55	0.0				GCF_001638985.1	Mucoromycota	53.9	0.04447	0.00863
v1.9.0-rc1_container_rust	Pneumocystis_murina_B123	success	2	1	0	0	0	0.428		5.14	4.1	rss	0.0	0.0				GCF_000349005.2	Ascomycota	7.5	0.68534	0.05707
v1.9.0-rc1_container_rust	Protomyces_lactucae-debilis	success	1	0	0	0	0	0.3475		3.9156	4.5	rss	0.0	0.0								
v1.9.0-rc1_container_rust	Protomyces_lactucae-debilis_12-1054	success	3	0	0	0	0	0.5396		1.9572	3.6	rss	0.0	0.0				GCF_002105105.1	Ascomycota	12.9	0.15172	0.04183
v1.9.0-rc1_container_rust	Pseudogymnoascus_destructans	failed	0	2	0	0	1	0.0		0.0	0.0		1.1	0.0								
v1.9.0-rc1_container_rust	Pseudogymnoascus_destructans_20631-21	success	3	0	0	0	0	1.0671		4.4032	2.9	rss,peak_rss	0.0	0.0	1	8	epyc	GCF_000184105.1	Ascomycota	30.7	0.14343	0.03476
v1.9.0-rc1_container_rust	Pyrenophora_teres	success	1	1	0	0	0	0.3008		3.7466	4.3	rss	0.55	0.0								
v1.9.0-rc1_container_rust	Pyrenophora_teres_0-1	success	3	0	0	0	0	0.6786		2.8886	1.3	rss	0.0	0.0				GCF_000166005.1	Ascomycota	33.6	0.08597	0.0202
v1.9.0-rc1_container_rust	Pyrenophora_tritici-repentis	success	1	2	0	0	0	1.2597		15.487	3.5	rss	1.1	0.0								
v1.9.0-rc1_container_rust	Pyrenophora_tritici-repentis_Pt-1C-BFP	success	3	0	0	0	0	0.8998		4.1309	4.8	rss,peak_rss	0.0	0.0	1	8	epyc	GCF_000149985.1	Ascomycota	37.8	0.10928	0.0238
v1.9.0-rc1_container_rust	Pyricularia_oryzae_70-15	success	2	0	0	0	0	1.6371		10.4935	4.1	rss	0.0	0.0				GCF_000002495.2	Ascomycota	41.0	0.25594	0.03993
v1.9.0-rc1_container_rust	Rhizopus_delemar	success	1	0	0	0	0	1.8539		23.7446	3.3	rss	0.0	0.0								
v1.9.0-rc1_container_rust	Rhizopus_delemar_RA_99-880	success	3	1	0	0	0	0.4684		2.386	4.6	rss	0.55	0.0				GCF_000149305.1	Mucoromycota	46.1	0.05176	0.01016
v1.9.0-rc1_container_rust	Rhizopus_microsporus	success	1	0	0	0	0	0.2503		2.2793	6.6	rss	0.0	0.0								
v1.9.0-rc1_container_rust	Rhizopus_microsporus_ATCC_52813	failed	1	5	0	0	1	0.0019		0.0035	0.064	rss	0.75	0.0				GCF_002708625.1	Mucoromycota	26.0	0.00013	7e-05
v1.9.0-rc1_container_rust	Rhodotorula_graminis_WP1	success	2	0	0	0	0	0.9103		5.5998	3.9	rss	0.0	0.0				GCF_001329695.1	Basidiomycota	21.0	0.26666	0.04335
v1.9.0-rc1_container_rust	Rhodotorula_toruloides_NP11	success	2	0	0	0	0	0.8523		5.8011	2.6	rss	0.0	0.0				GCF_000320785.1	Basidiomycota	20.2	0.28718	0.04219
v1.9.0-rc1_container_rust	Saccharomyces_cerevisiae	success	1	0	0	0	0	0.3747		4.1763	1.8	rss	0.0	0.0								
v1.9.0-rc1_container_rust	Saccharomyces_cerevisiae_S288C	success	3	0	0	0	0	0.4577		1.9542	3.2	rss	0.0	0.0				GCF_000146045.2	Ascomycota	12.1	0.1615	0.03783
v1.9.0-rc1_container_rust	Schizophyllum_commune	success	1	0	0	0	0	0.7564		9.6909	2.6	rss	0.0	0.0								
v1.9.0-rc1_container_rust	Schizophyllum_commune_H4-8	success	3	0	0	0	0	0.6957		3.5016	15.2	rss	0.0	0.0				GCF_000143185.2	Basidiomycota	38.7	0.09048	0.01798
v1.9.0-rc1_container_rust	Sclerotinia_sclerotiorum	success	1	0	0	0	0	1.1469		14.2932	2.7	rss	0.0	0.0								
v1.9.0-rc1_container_rust	Sclerotinia_sclerotiorum_1980	failed	2	1	0	0	1	0.3713		2.1402	4.2	rss,peak_rss	0.55	0.0	1	8	epyc	GCF_000146945.2	Ascomycota	38.3	0.05588	0.00969
v1.9.0-rc1_container_rust	Spizellomyces_punctatus_DAOM_BR117	success	2	1	0	0	0	0.3575		4.1424	12.9	rss	0.0166	0.0				GCF_000182565.1	Chytridiomycota	24.1	0.17188	0.01484
v1.9.0-rc1_container_rust	Sporobolomyces_koalae_JCM15063	success	2	0	0	0	0	0.4828		3.167	2.7	rss	0.0	0.0				GCF_050403365.1	Basidiomycota	18.3	0.17306	0.02638
v1.9.0-rc1_container_rust	Sporobolomyces_salmoneus_JCM6883	success	2	1	0	0	0	0.0015		0.0028	0.055	rss	0.55	0.0				GCF_050403485.1	Basidiomycota	20.3	0.00014	7e-05
v1.9.0-rc1_container_rust	Sugiyamaella_lignohabitans_CBS_10342	success	2	0	0	0	0	0.9723		6.5291	4.5	rss	0.0	0.0				GCF_001640025.1	Ascomycota	15.9	0.41064	0.06115
v1.9.0-rc1_container_rust	Synchytrium_microbalum_JEL517	success	2	1	0	0	0	0.4282		5.0828	5.7	rss	0.0166	0.0				GCF_006535985.1	Chytridiomycota	26.2	0.194	0.01634
v1.9.0-rc1_container_rust	Talaromyces_marneffei	success	1	2	0	0	0	1.3		16.3553	7.7	rss	1.1167	0.0								
v1.9.0-rc1_container_rust	Talaromyces_marneffei_ATCC_18224	success	3	0	0	0	0	1.2131		4.7396	4.2	rss	0.0	0.0				GCF_000001985.1	Ascomycota	28.6	0.16572	0.04242
v1.9.0-rc1_container_rust	Talaromyces_stipitatus_ATCC_10500	success	2	1	0	0	0	0.0025		0.0047	0.081	rss	0.5461	0.0				GCF_000003125.1	Ascomycota	35.7	0.00013	7e-05
v1.9.0-rc1_container_rust	Tilletiaria_anomala	success	1	1	0	0	0	0.4594		5.8235	2.3	rss	0.55	0.0								
v1.9.0-rc1_container_rust	Tilletiaria_anomala_UBC_951	success	3	0	0	0	0	0.715		2.4149	3.0	rss	0.0	0.0				GCF_000711695.1	Basidiomycota	18.7	0.12914	0.03824
v1.9.0-rc1_container_rust	Tilletiopsis_washingtonensis	success	1	1	0	0	0	0.4906		6.2242	1.7	rss	0.55	0.0								
v1.9.0-rc1_container_rust	Tilletiopsis_washingtonensis_MCA_4186	success	3	0	0	0	0	0.9517		3.1654	4.2	rss	0.0	0.0				GCF_003144115.1	Basidiomycota	18.8	0.16837	0.05062
v1.9.0-rc1_container_rust	Tremella_mesenterica_Fries	success	2	0	0	0	0	2.0184		13.5197	4.6	rss	0.0	0.0				GCF_000271645.1	Basidiomycota	28.6	0.47272	0.07057
v1.9.0-rc1_container_rust	Tricharina_praecox	failed	0	2	0	0	1	0.0		0.0	0.0		1.1058	0.0								
v1.9.0-rc1_container_rust	Tricharina_praecox_CBS_144465	success	3	0	0	0	0	1.1198		4.65	4.6	rss,peak_rss	0.0	0.0	1	8	epyc	GCF_024521635.1	Ascomycota	38.4	0.12109	0.02916
v1.9.0-rc1_container_rust	Trichosporon_asahii	success	1	0	0	0	0	0.8017		9.7106	2.1	rss	0.0	0.0								
v1.9.0-rc1_container_rust	Trichosporon_asahii_CBS_2479	success	3	0	0	0	0	0.8548		3.284	4.3	rss	0.0	0.0				GCF_000293215.1	Basidiomycota	24.5	0.13404	0.03489
v1.9.0-rc1_container_rust	Umbelopsis_ramanniana	success	1	0	0	0	0	0.7011		8.2016	2.2	rss	0.0	0.0								
v1.9.0-rc1_container_rust	Umbelopsis_ramanniana_AG	success	3	0	0	0	0	0.6639		2.6458	4.0	rss	0.0	0.0				GCF_025399195.1	Mucoromycota	23.1	0.11454	0.02874
v1.9.0-rc1_container_rust	Uncinocarpus_reesii_1704	success	2	0	0	0	0	1.4536		8.8382	4.0	rss	0.0	0.0				GCF_000003515.1	Ascomycota	22.3	0.39633	0.06518
v1.9.0-rc1_container_rust	Wallemia_mellicola_CBS_633.66	success	2	0	0	0	0	0.7231		4.6953	1.9	rss	0.0	0.0				GCF_000263375.1	Basidiomycota	9.8	0.47912	0.07378
v1.9.0-rc1_container_rust	Yarrowia_lipolytica	success	1	2	0	0	0	0.855		10.7499	1.7	rss	1.1	0.0								
v1.9.0-rc1_container_rust	Yarrowia_lipolytica_CLIB122	success	3	0	0	0	0	0.7684		3.056	4.5	rss	0.0	0.0				GCF_000002525.2	Ascomycota	20.5	0.14907	0.03748
v1.9.0-rc1_container_rust	Zygosaccharomyces_rouxii	success	1	0	0	0	0	0.2567		2.9445	2.6	rss	0.0	0.0								
v1.9.0-rc1_container_rust	Zygosaccharomyces_rouxii_CBS_732	success	3	0	0	0	0	0.4001		1.5331	3.4	rss	0.0	0.0				GCF_000026365.1	Ascomycota	9.8	0.15643	0.04082
v1.9.0-rc1_container_rust	Zymoseptoria_tritici	success	1	0	0	0	0	0.9944		11.8697	7.4	rss	0.0	0.0								
v1.9.0-rc1_container_rust	Zymoseptoria_tritici_IPO323	failed	2	1	0	0	1	0.3168		1.8639	4.3	rss,peak_rss	0.55	0.0	1	8	epyc	GCF_000219625.1	Ascomycota	39.7	0.04695	0.00798
