cell	genome	accession	phylum	refseq_annotation_release	query_gff3	query_gene_count	busco_complete_pct	busco_single_pct	busco_duplicated_pct	busco_fragmented_pct	busco_missing_pct	busco_n	ref_gff3	ref_gene_count	gffcompare_base_level_sensitivity	gffcompare_base_level_precision	gffcompare_exon_level_sensitivity	gffcompare_exon_level_precision	gffcompare_intron_level_sensitivity	gffcompare_intron_level_precision	gffcompare_intron_chain_level_sensitivity	gffcompare_intron_chain_level_precision	gffcompare_transcript_level_sensitivity	gffcompare_transcript_level_precision	gffcompare_locus_level_sensitivity	gffcompare_locus_level_precision	gffcompare_missed_exons_pct	gffcompare_novel_exons_pct	gffcompare_missed_introns_pct	gffcompare_novel_introns_pct	gffcompare_missed_loci_pct	gffcompare_novel_loci_pct	overlap_query_genes	overlap_ref_genes	overlap_query_genes_overlapping_ref	overlap_query_genes_overlap_same_strand	overlap_query_genes_overlap_opposite_strand	overlap_query_genes_no_overlap	overlap_ref_genes_not_recovered	compare_status
v1.9.0-rc1_conda_rust	Nakaseomyces_glabratus_CBS_138	GCF_000002545.3	Ascomycota	legacy	runs/v1.9.0-rc1_conda_rust/genome_annotation/Nakaseomyces_glabratus_CBS_138/predict_results/Nakaseomyces_glabratus_CBS_138.gff3	5151	96.6	95.6	0.9	0.8	2.6	2137	results/reference_annotations/.cache/GCF_000002545.3_ASM254v2_genomic.gff	5458	96.7	98.8	80.1	78.1	25.3	7.2	24.0	7.6	82.7	87.7	82.7	87.7	5.9	5.0	53.9	86.3	4.7	1.1	5151	5458	5110	5094	29	41	243	compared
v1.9.0-rc1_conda_rust	Orbilia_oligospora_ATCC_24927	GCF_000225545.1	Ascomycota	legacy	runs/v1.9.0-rc1_conda_rust/genome_annotation/Orbilia_oligospora_ATCC_24927/predict_results/Orbilia_oligospora_ATCC_24927.gff3	11781	95.9	95.7	0.2	1.7	2.4	1706	results/reference_annotations/.cache/GCF_000225545.1_AOL24927_1.0_genomic.gff	11479	97.6	96.8	87.4	82.9	92.2	86.4	75.9	70.7	73.8	71.9	73.8	71.9	3.0	7.1	3.7	9.2	2.2	5.1	11781	11479	11200	11180	31	581	234	compared
v1.9.0-rc1_conda_rust	Parastagonospora_nodorum_SN15	GCF_000146915.1	Ascomycota	legacy	runs/v1.9.0-rc1_conda_rust/genome_annotation/Parastagonospora_nodorum_SN15/predict_results/Parastagonospora_nodorum_SN15.gff3	13489	90.2	90.0	0.1	6.1	3.7	3786	results/reference_annotations/.cache/GCF_000146915.1_ASM14691v2_genomic.gff	16087	86.2	90.6	40.2	47.4	47.7	55.8	26.3	33.4	30.8	36.8	30.8	36.8	22.8	12.2	34.2	20.4	20.4	2.1	13489	16087	13265	13197	349	224	3063	compared
v1.9.0-rc1_conda_rust	Phycomyces_blakesleeanus_NRRL_1555_-	GCF_001638985.1	Mucoromycota	legacy	runs/v1.9.0-rc1_conda_rust/genome_annotation/Phycomyces_blakesleeanus_NRRL_1555_-/predict_results/Phycomyces_blakesleeanus_NRRL_1555_-.gff3	15024	96.7	95.0	1.7	1.0	2.2	2449	results/reference_annotations/.cache/GCF_001638985.1_Phybl2_genomic.gff	16850	75.7	79.3	55.2	60.7	65.2	71.3	33.3	37.4	34.5	38.7	34.7	38.7	24.8	17.4	26.3	18.6	21.2	8.9	15024	16850	14052	13708	540	972	3305	compared
v1.9.0-rc1_conda_rust	Pneumocystis_murina_B123	GCF_000349005.2	Ascomycota	legacy	runs/v1.9.0-rc1_conda_rust/genome_annotation/Pneumocystis_murina_B123/predict_results/Pneumocystis_murina_B123.gff3	3204	67.0	66.9	0.1	3.2	29.8	1706	results/reference_annotations/.cache/GCF_000349005.2_Pneumo_murina_B123_V4_genomic.gff	3675	87.9	98.6	71.6	69.3	81.9	76.9	31.5	35.6	32.6	37.4	32.7	37.4	8.9	5.6	8.5	14.1	8.4	0.7	3204	3675	3194	3184	239	10	250	compared
v1.9.0-rc1_conda_rust	Protomyces_lactucae-debilis_12-1054	GCF_002105105.1	Ascomycota	legacy	runs/v1.9.0-rc1_conda_rust/genome_annotation/Protomyces_lactucae-debilis_12-1054/predict_results/Protomyces_lactucae-debilis_12-1054.gff3	6241	81.5	81.4	0.2	2.9	15.6	1706	results/reference_annotations/.cache/GCF_002105105.1_Prola1_genomic.gff	6767	81.8	90.2	38.0	39.5	63.9	62.5	54.1	48.2	47.0	51.0	49.0	51.0	14.6	8.7	30.4	31.9	11.8	5.3	6241	6767	5997	5911	927	244	677	compared
v1.9.0-rc1_conda_rust	Pseudogymnoascus_destructans_20631-21	GCF_000184105.1	Ascomycota	legacy	runs/v1.9.0-rc1_conda_rust/genome_annotation/Pseudogymnoascus_destructans_20631-21/predict_results/Pseudogymnoascus_destructans_20631-21.gff3	8654	93.6	93.6	0.0	3.3	3.1	3234	results/reference_annotations/.cache/GCF_000184105.1_Geom_destructans_V1_genomic.gff	9223	70.0	96.8	41.5	45.8	77.4	86.9	62.9	65.2	54.6	58.7	55.1	58.7	15.7	5.8	18.6	8.7	13.4	5.9	8654	9223	8230	8149	621	424	1126	compared
v1.9.0-rc1_conda_rust	Pyrenophora_teres_0-1	GCF_000166005.1	Ascomycota	legacy	runs/v1.9.0-rc1_conda_rust/genome_annotation/Pyrenophora_teres_0-1/predict_results/Pyrenophora_teres_0-1.gff3	7512	67.8	67.4	0.4	10.3	21.8	3786	results/reference_annotations/.cache/GCF_000166005.1_PyrTer_1.0_genomic.gff	11799	56.1	99.4	46.2	66.4	54.8	74.7	38.8	49.3	33.0	51.8	33.0	51.8	39.6	2.8	39.2	17.5	39.2	1.5	7512	11799	7412	7396	17	100	4609	compared
v1.9.0-rc1_conda_rust	Pyrenophora_tritici-repentis_Pt-1C-BFP	GCF_000149985.1	Ascomycota	legacy	runs/v1.9.0-rc1_conda_rust/genome_annotation/Pyrenophora_tritici-repentis_Pt-1C-BFP/predict_results/Pyrenophora_tritici-repentis_Pt-1C-BFP.gff3	11612	96.0	95.9	0.2	2.1	1.8	3786	results/reference_annotations/.cache/GCF_000149985.1_ASM14998v1_genomic.gff	12275	86.3	92.9	56.4	61.9	67.3	75.4	50.0	53.0	51.4	54.4	51.4	54.4	16.3	8.8	22.6	11.2	12.1	4.8	11612	12275	11110	11042	232	502	1433	compared
v1.9.0-rc1_conda_rust	Pyricularia_oryzae_70-15	GCF_000002495.2	Ascomycota	legacy	runs/v1.9.0-rc1_conda_rust/genome_annotation/Pyricularia_oryzae_70-15/predict_results/Pyricularia_oryzae_70-15.gff3	10898	97.5	97.2	0.2	1.2	1.4	3817	results/reference_annotations/.cache/GCF_000002495.2_MG8_genomic.gff	13053	67.5	97.8	34.6	44.7	64.4	86.1	50.4	65.8	48.4	59.3	49.4	59.3	24.9	3.1	28.1	5.2	19.0	2.0	10898	13053	10729	10591	907	169	2390	compared
v1.9.0-rc1_conda_rust	Rhizopus_delemar_RA_99-880	GCF_000149305.1	Mucoromycota	legacy	runs/v1.9.0-rc1_conda_rust/genome_annotation/Rhizopus_delemar_RA_99-880/predict_results/Rhizopus_delemar_RA_99-880.gff3	15018	92.8	85.8	7.0	4.0	3.2	2449	results/reference_annotations/.cache/GCF_000149305.1_RO3_genomic.gff	17702	76.7	81.4	55.3	54.4	65.3	60.0	25.9	27.6	26.9	31.7	26.9	31.7	20.1	22.3	20.8	24.9	24.4	9.9	15018	17702	13707	13537	244	1311	4147	compared
v1.9.0-rc1_conda_rust	Rhodotorula_graminis_WP1	GCF_001329695.1	Basidiomycota	legacy	runs/v1.9.0-rc1_conda_rust/genome_annotation/Rhodotorula_graminis_WP1/predict_results/Rhodotorula_graminis_WP1.gff3	7456	97.1	96.9	0.2	0.6	2.4	1764	results/reference_annotations/.cache/GCF_001329695.1_Rhoba1_1_genomic.gff	7373	91.8	86.8	80.6	74.8	89.9	82.5	50.8	49.4	51.1	50.5	51.4	50.5	3.5	9.2	4.2	11.9	2.0	3.6	7456	7373	7218	7192	211	238	129	compared
v1.9.0-rc1_conda_rust	Rhodotorula_toruloides_NP11	GCF_000320785.1	Basidiomycota	legacy	runs/v1.9.0-rc1_conda_rust/genome_annotation/Rhodotorula_toruloides_NP11/predict_results/Rhodotorula_toruloides_NP11.gff3	7771	96.8	96.5	0.2	1.5	1.8	1764	results/reference_annotations/.cache/GCF_000320785.1_RHOziaDV1.0_genomic.gff	8141	90.4	99.0	85.1	87.5	88.7	90.8	56.3	59.2	55.6	58.5	55.6	58.5	6.0	1.6	5.1	3.6	5.4	2.0	7771	8141	7608	7598	25	163	421	compared
v1.9.0-rc1_conda_rust	Saccharomyces_cerevisiae_S288C	GCF_000146045.2	Ascomycota	legacy	runs/v1.9.0-rc1_conda_rust/genome_annotation/Saccharomyces_cerevisiae_S288C/predict_results/Saccharomyces_cerevisiae_S288C.gff3	5678	97.6	95.5	2.2	0.7	1.7	2137	results/reference_annotations/.cache/GCF_000146045.2_R64_genomic.gff	6459	92.4	99.7	81.5	93.2	57.1	68.5	56.9	67.7	83.9	95.7	85.3	95.7	12.6	0.8	38.9	26.5	10.9	0.2	5678	6459	5661	5656	64	17	696	compared
v1.9.0-rc1_conda_rust	Schizophyllum_commune_H4-8	GCF_000143185.2	Basidiomycota	legacy	runs/v1.9.0-rc1_conda_rust/genome_annotation/Schizophyllum_commune_H4-8/predict_results/Schizophyllum_commune_H4-8.gff3	11891	84.6	83.7	0.9	5.6	9.8	2898	results/reference_annotations/.cache/GCF_000143185.2_Schco3_genomic.gff	16466	60.3	94.5	49.6	66.9	64.2	86.0	30.6	38.0	28.2	39.0	29.3	39.0	29.9	4.1	30.5	6.9	29.6	2.1	11891	16466	11723	11651	703	168	4777	compared
v1.9.0-rc1_conda_rust	Sclerotinia_sclerotiorum_1980	GCF_000146945.2	Ascomycota	legacy	runs/v1.9.0-rc1_conda_rust/genome_annotation/Sclerotinia_sclerotiorum_1980/predict_results/Sclerotinia_sclerotiorum_1980.gff3	10837	94.8	94.8	0.0	2.4	2.8	3234	results/reference_annotations/.cache/GCF_000146945.2_ASM14694v2_genomic.gff	14710	86.9	91.2	51.9	67.5	56.0	71.1	36.5	47.2	37.1	50.4	37.1	50.4	29.3	9.9	31.9	9.8	29.4	3.3	10837	14710	10625	10477	260	212	4085	compared
v1.9.0-rc1_conda_rust	Spizellomyces_punctatus_DAOM_BR117	GCF_000182565.1	Chytridiomycota	legacy	runs/v1.9.0-rc1_conda_rust/genome_annotation/Spizellomyces_punctatus_DAOM_BR117/predict_results/Spizellomyces_punctatus_DAOM_BR117.gff3	8304	90.2	89.2	1.1	2.5	7.3	758	results/reference_annotations/.cache/GCF_000182565.1_S_punctatus_V1_genomic.gff	9164	76.1	97.9	62.5	71.2	78.9	89.9	39.7	45.9	40.4	46.9	42.5	46.9	13.1	1.9	13.5	3.5	9.6	1.8	8304	9164	8196	8154	1331	108	683	compared
v1.9.0-rc1_conda_rust	Sporobolomyces_koalae_JCM15063	GCF_050403365.1	Basidiomycota	legacy	runs/v1.9.0-rc1_conda_rust/genome_annotation/Sporobolomyces_koalae_JCM15063/predict_results/Sporobolomyces_koalae_JCM15063.gff3	6488	93.2	93.2	0.0	1.8	5.0	1764	results/reference_annotations/.cache/GCF_050403365.1_S_koalae_JCM15063v1_genomic.gff	6590	92.7	98.5	83.1	85.7	85.6	88.5	50.7	51.8	50.1	50.9	50.1	50.9	6.3	2.6	5.1	3.3	4.0	3.8	6488	6590	6244	6242	20	244	253	compared
v1.9.0-rc1_conda_rust	Sporobolomyces_salmoneus_JCM6883	GCF_050403485.1	Basidiomycota	legacy	runs/v1.9.0-rc1_conda_rust/genome_annotation/Sporobolomyces_salmoneus_JCM6883/predict_results/Sporobolomyces_salmoneus_JCM6883.gff3	7262	92.6	92.6	0.1	2.4	5.0	1764	results/reference_annotations/.cache/GCF_050403485.1_S_salmoneus_JCM6883v1_genomic.gff	7657	89.7	98.8	84.6	87.4	87.9	90.5	55.7	57.8	53.9	56.8	53.9	56.8	7.0	2.8	5.4	3.4	7.8	3.6	7262	7657	7008	7002	12	254	594	compared
v1.9.0-rc1_conda_rust	Sugiyamaella_lignohabitans_CBS_10342	GCF_001640025.1	Ascomycota	legacy	runs/v1.9.0-rc1_conda_rust/genome_annotation/Sugiyamaella_lignohabitans_CBS_10342/predict_results/Sugiyamaella_lignohabitans_CBS_10342.gff3	5920	93.5	93.0	0.5	2.2	4.3	2137	results/reference_annotations/.cache/GCF_001640025.1_ASM164002v2_genomic.gff	5341	95.4	84.1	55.4	32.5	25.8	1.5	23.0	1.8	57.6	51.9	57.6	51.9	4.9	41.0	25.4	95.0	3.5	17.6	5920	5341	4903	4880	115	1017	79	compared
v1.9.0-rc1_conda_rust	Synchytrium_microbalum_JEL517	GCF_006535985.1	Chytridiomycota	legacy	runs/v1.9.0-rc1_conda_rust/genome_annotation/Synchytrium_microbalum_JEL517/predict_results/Synchytrium_microbalum_JEL517.gff3	8917	86.7	85.5	1.2	2.9	10.4	758	results/reference_annotations/.cache/GCF_006535985.1_ASM653598v1_genomic.gff	6304	93.4	73.7	84.6	67.8	86.1	70.4	49.0	35.5	49.3	34.8	49.3	34.8	7.3	25.5	4.9	24.1	4.3	32.8	8917	6304	6012	5997	30	2905	258	compared
v1.9.0-rc1_conda_rust	Talaromyces_marneffei_ATCC_18224	GCF_000001985.1	Ascomycota	legacy	runs/v1.9.0-rc1_conda_rust/genome_annotation/Talaromyces_marneffei_ATCC_18224/predict_results/Talaromyces_marneffei_ATCC_18224.gff3	10016	97.2	96.8	0.3	1.5	1.4	3546	results/reference_annotations/.cache/GCF_000001985.1_JCVI-PMFA1-2.0_genomic.gff	10134	81.8	98.2	61.9	66.6	82.9	89.8	65.7	72.8	64.8	69.5	68.7	69.5	9.2	3.6	13.0	5.7	5.3	2.3	10016	10134	9821	9786	633	195	497	compared
v1.9.0-rc1_conda_rust	Talaromyces_stipitatus_ATCC_10500	GCF_000003125.1	Ascomycota	legacy	runs/v1.9.0-rc1_conda_rust/genome_annotation/Talaromyces_stipitatus_ATCC_10500/predict_results/Talaromyces_stipitatus_ATCC_10500.gff3	11370	98.1	97.6	0.5	0.7	1.2	3546	results/reference_annotations/.cache/GCF_000003125.1_JCVI-TSTA1-3.0_genomic.gff	12559	77.6	97.4	51.1	63.2	67.3	85.6	45.9	65.6	46.7	54.9	49.7	54.9	19.2	4.6	25.7	5.9	13.7	3.0	11370	12559	11071	11031	803	299	1689	compared
v1.9.0-rc1_conda_rust	Tilletiaria_anomala_UBC_951	GCF_000711695.1	Basidiomycota	legacy	runs/v1.9.0-rc1_conda_rust/genome_annotation/Tilletiaria_anomala_UBC_951/predict_results/Tilletiaria_anomala_UBC_951.gff3	6160	94.7	94.7	0.0	1.2	4.1	1764	results/reference_annotations/.cache/GCF_000711695.1_Tilletiaria_anomala_UBC_951_v1.0_genomic.gff	6868	81.5	92.3	54.6	58.5	84.6	89.2	67.7	70.3	59.4	66.2	60.7	66.2	10.4	4.5	12.1	7.5	12.0	3.5	6160	6868	5997	5944	674	163	769	compared
v1.9.0-rc1_conda_rust	Tilletiopsis_washingtonensis_MCA_4186	GCF_003144115.1	Basidiomycota	legacy	runs/v1.9.0-rc1_conda_rust/genome_annotation/Tilletiopsis_washingtonensis_MCA_4186/predict_results/Tilletiopsis_washingtonensis_MCA_4186.gff3	6396	91.6	91.4	0.2	2.0	6.4	1764	results/reference_annotations/.cache/GCF_003144115.1_Tilwa1_genomic.gff	7053	82.4	92.7	73.1	72.4	92.6	89.1	67.0	66.6	59.2	65.3	60.8	65.3	5.1	4.6	4.4	7.9	9.5	3.0	6396	7053	6274	6203	836	122	530	compared
v1.9.0-rc1_conda_rust	Tremella_mesenterica_Fries	GCF_000271645.1	Basidiomycota	legacy	runs/v1.9.0-rc1_conda_rust/genome_annotation/Tremella_mesenterica_Fries/predict_results/Tremella_mesenterica_Fries.gff3	7687	91.4	91.2	0.3	2.6	6.0	4284	results/reference_annotations/.cache/GCF_000271645.1_Treme1_genomic.gff	8291	84.9	85.6	67.1	69.5	76.2	78.3	32.4	34.7	32.7	35.3	32.8	35.3	12.5	11.3	13.8	11.3	13.6	6.9	7687	8291	7232	7156	173	455	1071	compared
v1.9.0-rc1_conda_rust	Tricharina_praecox_CBS_144465	GCF_024521635.1	Ascomycota	legacy	runs/v1.9.0-rc1_conda_rust/genome_annotation/Tricharina_praecox_CBS_144465/predict_results/Tricharina_praecox_CBS_144465.gff3	10214	95.2	92.8	2.3	1.3	3.5	1706	results/reference_annotations/.cache/GCF_024521635.1_Tripra1_genomic.gff	10716	77.1	90.9	51.1	53.8	79.7	84.0	60.7	60.5	53.6	56.2	54.9	56.2	13.3	8.8	16.0	11.2	12.7	9.3	10214	10716	9386	9265	286	828	1279	compared
v1.9.0-rc1_conda_rust	Trichosporon_asahii_CBS_2479	GCF_000293215.1	Basidiomycota	legacy	runs/v1.9.0-rc1_conda_rust/genome_annotation/Trichosporon_asahii_CBS_2479/predict_results/Trichosporon_asahii_CBS_2479.gff3	8577	88.4	87.7	0.7	3.3	8.3	4284	results/reference_annotations/.cache/GCF_000293215.1_Trichosporon_asahii_1_genomic.gff	8834	86.2	91.5	50.7	44.0	46.7	37.6	25.2	22.4	32.7	33.7	32.7	33.7	12.3	19.1	13.0	27.1	8.8	6.2	8577	8834	8107	8046	104	470	720	compared
v1.9.0-rc1_conda_rust	Umbelopsis_ramanniana_AG	GCF_025399195.1	Mucoromycota	legacy	runs/v1.9.0-rc1_conda_rust/genome_annotation/Umbelopsis_ramanniana_AG/predict_results/Umbelopsis_ramanniana_AG.gff3	9329	90.8	88.9	2.0	0.9	8.3	2449	results/reference_annotations/.cache/GCF_025399195.1_Umbra1_genomic.gff	10037	82.0	91.2	70.1	68.2	91.8	86.8	59.4	58.2	52.5	56.6	55.0	56.6	5.0	7.0	5.3	10.2	7.1	4.3	9329	10037	8984	8927	939	345	605	compared
v1.9.0-rc1_conda_rust	Uncinocarpus_reesii_1704	GCF_000003515.1	Ascomycota	legacy	runs/v1.9.0-rc1_conda_rust/genome_annotation/Uncinocarpus_reesii_1704/predict_results/Uncinocarpus_reesii_1704.gff3	7554	90.8	90.6	0.2	4.3	4.9	3546	results/reference_annotations/.cache/GCF_000003515.1_ASM351v2_genomic.gff	7855	93.8	92.2	64.1	64.3	67.5	66.6	41.3	43.2	44.6	46.4	44.6	46.4	12.8	13.0	17.2	15.9	9.5	4.4	7554	7855	7282	7221	90	272	689	compared
v1.9.0-rc1_conda_rust	Wallemia_mellicola_CBS_633.66	GCF_000263375.1	Basidiomycota	legacy	runs/v1.9.0-rc1_conda_rust/genome_annotation/Wallemia_mellicola_CBS_633.66/predict_results/Wallemia_mellicola_CBS_633.66.gff3	4931	86.3	86.1	0.3	2.5	11.2	1764	results/reference_annotations/.cache/GCF_000263375.1_Wallemia_sebi_v1.0_genomic.gff	5393	76.5	94.3	65.0	68.9	79.5	83.1	48.6	51.3	47.1	51.5	50.1	51.5	11.7	5.7	14.1	10.5	6.2	2.0	4931	5393	4861	4833	1414	70	254	compared
v1.9.0-rc1_conda_rust	Yarrowia_lipolytica_CLIB122	GCF_000002525.2	Ascomycota	legacy	runs/v1.9.0-rc1_conda_rust/genome_annotation/Yarrowia_lipolytica_CLIB122/predict_results/Yarrowia_lipolytica_CLIB122.gff3	6885	94.9	94.4	0.4	1.8	3.3	2137	results/reference_annotations/.cache/GCF_000002525.2_ASM252v1_genomic.gff	7139	94.6	97.6	72.1	72.4	56.7	49.2	51.6	47.3	77.1	80.1	77.4	80.1	8.6	9.4	37.4	45.6	6.4	3.5	6885	7139	6653	6646	9	232	455	compared
v1.9.0-rc1_conda_rust	Zygosaccharomyces_rouxii_CBS_732	GCF_000026365.1	Ascomycota	legacy	runs/v1.9.0-rc1_conda_rust/genome_annotation/Zygosaccharomyces_rouxii_CBS_732/predict_results/Zygosaccharomyces_rouxii_CBS_732.gff3	4993	97.1	97.0	0.2	0.6	2.3	2137	results/reference_annotations/.cache/GCF_000026365.1_ASM2636v1_genomic.gff	5323	96.7	99.4	85.3	88.8	55.0	36.4	55.6	36.5	87.6	93.4	87.6	93.4	6.8	2.0	36.4	57.8	6.5	0.9	4993	5323	4956	4949	48	37	309	compared
v1.9.0-rc1_conda_rust	Zymoseptoria_tritici_IPO323	GCF_000219625.1	Ascomycota	legacy	runs/v1.9.0-rc1_conda_rust/genome_annotation/Zymoseptoria_tritici_IPO323/predict_results/Zymoseptoria_tritici_IPO323.gff3	12493	97.1	97.1	0.0	1.4	1.5	3786	results/reference_annotations/.cache/GCF_000219625.1_MYCGR_v2.0_genomic.gff	10941	88.4	80.7	48.4	47.8	62.4	67.2	46.3	41.9	46.9	41.1	47.0	41.1	15.2	19.3	29.7	23.5	7.9	16.1	12493	10941	10734	10500	340	1759	748	compared
